run_name,is_baseline,bertscore_f1,citation_precision,citation_recall,content_f1,factual_consistency_normalized,factual_consistency_score,gating_avg_gating_precision,gating_avg_gating_recall,gating_lane_ids_recall,h2_context_respected,h2_error_rate,h2_hallucination_rate,h2_hint_adherence,h2_integration_score,h2_knowledge_score,h2_scope_violation_rate,h2_structure_violation_rate,llm_answer_relevance,llm_context_relevance,llm_faithfulness,llm_judge_used,mrr@10,mrr@3,mrr@5,ndcg@10,ndcg@3,ndcg@5,recall@10,recall@3,recall@5,rouge_l_recall,semantic_sim
OFAT_chunk_semantic_qwen3,True,0.733693,0.400000,0.761243,0.328161,0.555556,3.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.611111,0.583333,0.611111,0.000000,0.907407,0.907407,0.907407,0.768208,0.732422,0.770035,0.761243,0.654233,0.761243,0.296802,0.830639
SENTENCE_SEMANTIC,False,0.733286,0.055556,0.277778,0.323405,0.513889,3.055556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.611111,0.541667,0.555556,0.000000,0.277778,0.277778,0.277778,0.277778,0.277778,0.277778,0.277778,0.277778,0.277778,0.281804,0.838616
